Name,Price,Release Date,Publisher,Developer,PerPosRev30,TNR30,PerPosRevAT,TNRAT,Genre,Storage,Mac,Windows,SteamLinux,MacWindow,MacSteam,WindowSteam,All,AvgNRAT,AvgNR30,AvgPrice
Fallout 4,19.99,11/10/2015,"Bethesda Softworks,","Bethesda Game Studios,",90,2499,80,159215,Open,30,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Stellaris,229.94,5/9/2016,"Paradox Interactive,","Paradox Development Studio,",91,1412,87,81182,Space,10,1,1,1,1,1,1,1,12894.12903,153.4516129,44.04709677
Junkyard Simulator,16.99,10/13/2021,"PlayWay S.A.,","Rebelia Games,",0,0,57,320,Simulation,20,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Red Dead Online,9.99,12/1/2020,"Rockstar Games,","Rockstar Games,",84,1337,82,27520,Action,0.15,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Pummel Party,39.99,9/20/2018,"Rebuilt Games,","Rebuilt Games,",85,394,90,25176,Multiplayer,1,0,1,0,0,0,0,0,24488.5814,437.1395349,52.09069767
The Elder Scrolls Online - Blackwood,39.99,6/1/2021,"Bethesda Softworks,","Zenimax Online Studios,",43,44,50,272,RPG,85,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
GTFO,29.99,12/9/2019,"1N/A Chambers,","1N/A Chambers,",87,252,88,20432,Early,15,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
GUILTY GEAR -STRIVE-,59.99,6/11/2021,"Arc System Works,","Arc System Works,",91,655,90,12575,2D,20,0,1,0,0,0,0,0,1275.809524,39.33333333,20.51285714
Age of Empires II: Definitive Edition,59.99,11/14/2019,"Xbox Game Studios,","Forgotten Empires, Tantalus Media, Wicked Witch,",95,1868,94,78911,Strategy,30,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Outer Wilds,39.99,6/18/2020,"Annapurna Interactive,","Mobius Digital,",96,2749,95,24215,Exploration,8,0,1,0,0,0,0,0,2061.117647,94.35294118,22.31352941
Marvel's Guardians of the Galaxy,59.99,10/26/2021,"Square Enix,","Eidos-Montréal,",0,0,0,0,Action,0.15,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Sniper Ghost Warrior Contracts 2,39.99,6/4/2021,"CI Games,","CI Games,",88,179,83,3025,Sniper,20,0,1,0,0,0,0,0,11773.16667,250,39.99
Undertale,9.99,9/15/2015,"tobyfox,","tobyfox,",97,2723,96,143804,Great,0.2,1,1,1,1,1,1,1,21625.84211,362.1578947,22.14789474
Stolen Realm,19.99,10/14/2021,"Burst2Flame Entertainment,","Burst2Flame Entertainment,",0,0,94,37,Early,2,1,1,0,1,0,0,0,2148.634615,61.64423077,23.27759615
Stormworks: Build and Rescue,29.99,9/17/2020,"Geometa,","Geometa,",93,988,92,19286,Sandbox,1,1,1,0,1,0,0,0,69204.58333,1379.416667,23.99083333
Rift Wizard,14.99,9/1/2021,"Dylan White,","Dylan White,",92,51,94,343,Character,0.6,0,1,0,0,0,0,0,3126,152,37.49
The Jackbox Party Pack 3,29.99,10/17/2016,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",93,48,96,3233,Trivia,1,1,1,1,1,1,1,1,777.625,12.375,29.99
Mount & Blade II: Bannerlord,49.99,3/30/2020,"TaleWorlds Entertainment,","TaleWorlds Entertainment,",83,1515,87,134452,Medieval,60,0,1,0,0,0,0,0,69091.42857,650.8571429,31.41857143
Days Gone,29.99,5/18/2021,"PlayStation Mobile, Inc.,","Bend Studio,",93,861,92,14508,Open,70,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Among Us,4.99,11/16/2018,"Innersloth,","Innersloth,",82,4894,93,511587,Multiplayer,0.25,0,1,0,0,0,0,0,24488.5814,437.1395349,52.09069767
Torchlight II,14.99,9/20/2012,"Runic Games,","Runic Games,",83,185,93,28511,RPG,0,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
Gunfire Reborn,59.99,5/22/2020,"Duoyi Games,","Duoyi Games,",94,1271,94,45010,FPS,4,0,1,0,0,0,0,0,25383.08537,530.8170732,72.07170732
CarX Drift Racing Online,59.99,11/17/2017,"CarX Technologies, LLC,","CarX Technologies, LLC,",97,1475,94,28485,Racing,6,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
Police Simulator: Patrol Officers,24.99,6/17/2021,"astragon Entertainment,","Aesir Interactive,",85,295,86,3491,Simulation,12,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Don't Starve Together,14.99,4/21/2016,"Klei Entertainment,","Klei Entertainment,",95,2874,96,186792,Survival,3,1,1,1,1,1,1,1,59503.38889,847.0740741,34.16833333
DARK SOULS™ III,19.99,4/11/2016,"FromSoftware, Inc., BANDAI NAMCO Entertainment,","FromSoftware, Inc.,",95,2418,94,188260,Souls-like,25,0,1,0,0,0,0,0,30280.0625,456.875,35.1775
Call of Duty®: Modern Warfare® 3,39.99,11/8/2011,"Activision,","Infinity Ward, Sledgehammer Games,",95,162,86,8131,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
American Truck Simulator,19.99,2/2/2016,"SCS Software,","SCS Software,",98,1432,96,72399,Automobile,7,1,1,1,1,1,1,1,11350.69231,235.8461538,18.14384615
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,39.99,2/4/2016,"BANDAI NAMCO Entertainment,","CyberConnect2 Co. Ltd.,",91,1774,90,46890,Anime,40,0,1,0,0,0,0,0,6264.93617,146.4468085,31.94744681
Rivals of Aether,49.99,3/28/2017,"Dan Fornace,","Dan Fornace,",96,488,95,17742,Fighting,0.3,0,1,0,0,0,0,0,10982.21739,220.2173913,41.51173913
The Ascent,29.99,7/29/2021,"Curve Digital,","Neon Giant,",69,378,76,8873,Top-Down,35,0,1,0,0,0,0,0,3288.333333,139.3333333,34.99
A Way Out,29.99,3/23/2018,"Electronic Arts,","Hazelight,",88,357,87,13414,Co-op,25,0,1,0,0,0,0,0,45804.89474,587,34.93526316
Stick Fight: The Game,4.99,9/28/2017,"Landfall,","Landfall West,",94,1151,93,66526,Multiplayer,0.4,1,1,0,1,0,0,0,24488.5814,437.1395349,52.09069767
Gang Beasts,19.99,12/12/2017,"Boneloaf,","Boneloaf, Coatsink,",91,581,77,26811,Funny,2,1,1,1,1,1,1,1,6751.764706,125.3529412,21.40176471
Farming Simulator 19,29.99,11/19/2018,"Focus Home Interactive,","Giants Software,",95,1361,93,45708,Simulation,20,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
MechWarrior 5: Mercenaries,39.99,5/26/2021,"Sold Out,","Piranha Games Inc.,",79,258,82,2747,Mechs,55,0,1,0,0,0,0,0,3670.166667,93.66666667,25.82333333
SnowRunner,29.99,5/17/2021,"Focus Home Interactive,","Saber Interactive,",84,593,84,4366,Simulation,20,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
American Railroads - Summit River & Pine Valley,29.99,4/20/2018,"Stefan Kelnberger,","Stefan Kelnberger,",0,0,77,97,Simulation,2,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Football Manager 2N/A22,54.99,11/9/2021,"SEGA,","Sports Interactive,",0,0,0,0,Sports,7,1,1,0,1,0,0,0,2365.833333,70.66666667,42.68636364
Hollow Knight,14.99,2/24/2017,"Team Cherry,","Team Cherry,",97,3846,97,157552,Metroidvania,9,1,1,1,1,1,1,1,9198.259259,217.8518519,28.65333333
Assetto Corsa,19.99,12/19/2014,"Kunos Simulazioni,","Kunos Simulazioni,",94,978,91,41558,Racing,15,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
Caves of Qud,14.99,7/15/2015,"Freehold Games,","Freehold Games,",94,76,95,3932,Roguelike,2,1,1,1,1,1,1,1,6308.1,88.43333333,20.75666667
theHunter: Call of the Wild™,19.99,2/16/2017,"Expansive Worlds,","Expansive Worlds,",89,924,86,73712,Hunting,60,0,1,0,0,0,0,0,73712,924,19.99
The Witcher 3: Wild Hunt - Game of the Year Edition,49.99,8/30/2016,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Rebel Inc: Escalation,14.99,10/13/2021,"Ndemic Creations,","Ndemic Creations,",78,128,82,2961,Strategy,1,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
HUMANKIND™,59.99,8/17/2021,"SEGA,","AMPLITUDE Studios,",59,1165,68,11781,Strategy,25,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
Planet Zoo,44.99,11/5/2019,"Frontier Developments ,","Frontier Developments,",90,1012,89,40507,Management,16,0,1,0,0,0,0,0,5486.619048,92.85714286,32.84714286
UNO,0.00,12/8/2016,"Ubisoft Entertainment,","Ubisoft Entertainment,",78,400,72,26244,Card,3,0,1,0,0,0,0,0,3272.055556,48.61111111,20.435
Dying Light 2 Stay Human,29.99,2/4/2022,"Techland,","Techland,",0,0,0,0,Zombies,0,0,1,0,0,0,0,0,25623.46429,359.8928571,89.56321429
Monster Hunter: World,29.99,8/9/2018,"CAPCOM Co., Ltd.,","CAPCOM Co., Ltd.,",92,2145,86,200186,Co-op,48,0,1,0,0,0,0,0,45804.89474,587,34.93526316
The Elder Scrolls V: Skyrim VR,19.99,4/2/2018,"Bethesda Softworks,","Bethesda Game Studios,",69,71,75,5212,Open,15,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Sun Haven,14.99,6/25/2021,"Pixel Sprout Studios,","Pixel Sprout Studios,",89,122,90,1191,Early,2,1,1,0,1,0,0,0,2148.634615,61.64423077,23.27759615
Far Cry® 5,59.99,3/27/2018,"Ubisoft,","Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev,",82,1605,79,101488,Open,40,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Assassin's Creed® Unity,29.99,11/11/2014,"Ubisoft,","Ubisoft,",83,881,72,35256,Open,50,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Borderlands GOTY Enhanced,29.99,10/26/2009,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Road 96 🛣️,19.96,8/16/2021,"Digixart, Ravenscourt,","Digixart,",90,541,91,3733,Adventure,15,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Total War: WARHAMMER III,39.99,0/0/0,"SEGA, Feral Interactive,","CREATIVE ASSEMBLY,",0,0,0,0,Strategy,0,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Legendary Tales,34.99,9/8/2021,"Urban Wolf Games Inc.,","Urban Wolf Games Inc.,",0,0,83,519,VR,6,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Batman™: Arkham Origins,19.99,10/24/2013,"Warner Bros. Interactive Entertainment,","WB Games Montreal, Splash Damage,",92,466,87,21905,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Portal 2,39.99,4/19/2011,"Valve,","Valve,",98,2316,98,212765,Platformer,8,1,1,1,1,1,1,1,8418.444444,98.52777778,25.71722222
DUNGEON ENCOUNTERS,29.99,10/14/2021,"Square Enix,","Square Enix,",0,0,65,147,RPG,2.5,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Green Hell,29.99,9/5/2019,"Creepy Jar,","Creepy Jar,",89,681,87,29189,Survival,8,0,1,0,0,0,0,0,59503.38889,847.0740741,34.16833333
Mini Motorways,44.99,7/20/2021,"Dinosaur Polo Club,","Dinosaur Polo Club,",94,681,95,7597,Casual,0.35,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
The Isle,19.99,12/1/2015,"Afterthought LLC,","Afterthought LLC,",86,914,83,40521,Dinosaurs,25,0,1,0,0,0,0,0,10247,157.5,24.99
DOOM Eternal Standard Edition,39.99,3/20/2020,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
RollerCoaster Tycoon® 3: Complete Edition,19.99,9/24/2020,"Frontier Foundry, Aspyr (Mac),","Frontier Developments, Aspyr (Mac),",79,29,83,593,Strategy,2,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
Assassin's Creed® Origins,59.99,10/27/2017,"Ubisoft,","Ubisoft Montreal,",89,810,85,64603,Open,42,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
NARAKA: BLADEPOINT,49.99,8/11/2021,"NetEase Games Montréal,","24 Entertainment,",79,13492,80,49444,Battle,20,0,1,0,0,0,0,0,25309.5,6746,57.48
Cities: Skylines,89.97,3/10/2015,"Paradox Interactive,","Colossal Order Ltd.,",94,2070,93,128559,City,4,1,1,1,1,1,1,1,10080,151.6071429,109.3332143
DARK SOULS III Deluxe Edition,84.98,4/11/2016,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Scrap Mechanic,29.99,1/20/2016,"Axolot Games,","Axolot Games,",95,1174,92,69880,Building,15,0,1,0,0,0,0,0,14549.76923,218,43.59153846
Hearts of Iron IV,59.99,6/6/2016,"Paradox Interactive,","Paradox Development Studio,",93,2680,92,108207,Strategy,2,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Visage,34.99,10/29/2020,"SadSquare Studio,","SadSquare Studio,",88,105,88,4715,Horror,10,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Call of Duty®: Black Ops II,1069.60,11/12/2012,"Activision,","Treyarch,",88,131,84,12294,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Arma 3,39.99,9/12/2013,"Bohemia Interactive,","Bohemia Interactive,",92,1703,90,152179,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Oxygen Not Included,29.99,7/30/2019,"Klei Entertainment,","Klei Entertainment,",96,998,96,69242,Colony,2,1,1,1,1,1,1,1,9991,157.4,32.238
The Elder Scrolls® Online,19.99,4/4/2014,"Bethesda Softworks,","Zenimax Online Studios,",82,1472,83,88607,RPG,85,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
Friday the 13th: The Game,14.99,5/26/2017,"Gun Media,","IllFonic,",76,418,78,51126,Horror,4,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Gladiator Guild Manager,9.99,10/13/2021,"GrabTheGames, Gamera Game,","Entertainment Forge,",0,0,85,389,RPG,2,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
SCUM,34.99,8/29/2018,"Gamepires,","Gamepires,",81,1445,73,52182,Survival,70,0,1,0,0,0,0,0,59503.38889,847.0740741,34.16833333
MX Bikes,59.99,10/7/2019,"PiBoSo,","PiBoSo,",95,268,94,3229,Simulation,2,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Kerbal Space Program,29.99,4/27/2015,"Private Division ,","Squad,",96,703,94,77631,Space,0,1,1,1,1,1,1,1,12894.12903,153.4516129,44.04709677
SUCCUBUS,59.99,10/5/2021,"Madmind Studio,","Madmind Studio,",0,0,88,1125,Sexual,70,0,1,0,0,0,0,0,2270.12,55.18666667,18.34426667
War of Rights,39.99,12/3/2018,"Campfire Games,","Campfire Games,",81,177,85,5693,Historical,10,0,1,0,0,0,0,0,7120,126.6666667,34.99
Wasteland 3,19.99,8/27/2020,"inXile Entertainment,","inXile Entertainment,",79,243,82,8781,RPG,45,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
MELTY BLOOD: TYPE LUMINA,49.99,9/30/2021,"DELiGHTWORKS Inc.,","FRENCH-BREAD, TYPE-MOON, DELiGHTWORKS Inc., TAMSOFT CORPORATION, GameLoop Inc.,",0,0,86,2997,2D,12,0,1,0,0,0,0,0,1275.809524,39.33333333,20.51285714
The Jackbox Party Pack 6,29.99,10/16/2019,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",90,32,95,1558,Trivia,3,1,1,1,1,1,1,1,777.625,12.375,29.99
ASTRONEER,29.99,12/16/2016,"System Era Softworks,","System Era Softworks,",94,1044,90,69987,Open,2,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Labyrinthine,4.99,10/28/2020,"Valko Game Studios,","Valko Game Studios,",89,266,88,3944,Early,3,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
In Silence,29.99,10/16/2020,"Ravenhood Games,","Ravenhood Games,",74,105,80,6467,Early,4,1,1,0,1,0,0,0,2148.634615,61.64423077,23.27759615
DOOM Eternal Deluxe Edition,39.99,3/20/2020,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
STAR WARS Jedi: Fallen Order™,59.99,11/15/2019,"Electronic Arts,","Respawn Entertainment,",88,581,90,66792,Action-Adventure,55,0,1,0,0,0,0,0,7481.111111,65.66666667,29.43444444
Tom Clancy's Ghost Recon® Wildlands,39.99,3/7/2017,"Ubisoft,","Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade,",79,1388,79,47269,Open,50,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
The Dark Pictures Anthology: House of Ashes,29.99,10/22/2021,"BANDAI NAMCO Entertainment Europe,","Supermassive Games,",0,0,0,0,Horror,0,0,1,0,0,0,0,0,9720.064,250.024,25.10824
TaleSpire,19.99,4/15/2021,"Bouncyrock Entertainment,","Bouncyrock Entertainment,",96,78,95,1162,Tabletop,2,0,1,0,0,0,0,0,4422.625,82.5,19.86
Resident Evil Village & Resident Evil 7 Complete Bundle,79.99,5/7/2021,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Grand Tactician: The Civil War (1861-1865),44.99,9/24/2021,"Oliver Keppelmüller,","Oliver Keppelmüller,",70,123,80,960,Strategy,10,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Space Engineers,29.99,2/28/2019,"Keen Software House,","Keen Software House,",91,476,89,78468,Space,35,0,1,0,0,0,0,0,12894.12903,153.4516129,44.04709677
FTL: Faster Than Light,9.99,9/14/2012,"Subset Games,","Subset Games,",91,317,95,47850,Roguelike,0,1,1,1,1,1,1,1,6308.1,88.43333333,20.75666667
State of Decay 2: Juggernaut Edition,39.99,3/13/2020,"Xbox Game Studios,","Undead Labs,",89,616,80,23990,Survival,30,0,1,0,0,0,0,0,59503.38889,847.0740741,34.16833333
GUILTY GEAR -STRIVE- Deluxe Edition,84.99,6/11/2021,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
The Binding of Isaac: Rebirth,19.99,11/4/2014,"Nicalis, Inc.,","Nicalis, Inc., Edmund McMillen,",96,3037,97,150766,Action,0.449,1,1,1,1,1,1,1,3264.582596,57.48230088,45.25634218
STAR WARS™: Squadrons,39.99,10/2/2020,"Electronic Arts,","MOTIVE,",67,113,72,18721,Flight,40,0,1,0,0,0,0,0,5897.9,70.6,24.09
Orcs Must Die! 3,29.99,7/23/2021,"Robot Entertainment,","Robot Entertainment,",80,267,83,3960,Tower,12,0,1,0,0,0,0,0,5299.307692,139.2692308,25.49
A Total War Saga: TROY,59.99,9/2/2021,"SEGA, Feral Interactive (Mac),","CREATIVE ASSEMBLY, Feral Interactive (Mac),",75,240,70,1042,Strategy,26,1,1,0,1,0,0,0,4109.025381,81.53553299,41.05142132
Fallout 4 VR,59.99,12/11/2017,"Bethesda Softworks,","Bethesda Game Studios,",44,43,67,3713,VR,30,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Nioh 2 – The Complete Edition,49.99,2/5/2021,"KOEI TECMO GAMES CO., LTD.,","KOEI TECMO GAMES CO., LTD.,",90,711,85,15758,RPG,85,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Borderlands 2,19.99,9/18/2012,"2K, Aspyr (Mac), Aspyr (Linux),","Gearbox Software, Aspyr (Mac), Aspyr (Linux),",94,1023,95,165648,Loot,0,1,1,1,1,1,1,1,83366.5,567.5,24.99
Detroit: Become Human,39.99,6/18/2020,"Quantic Dream,","Quantic Dream,",92,2726,91,31180,Choices,55,0,1,0,0,0,0,0,4086.222222,200.2777778,36.98666667
Super Monkey Ball Banana Mania,29.99,10/5/2021,"SEGA,","Ryu Ga Gotoku Studio,",0,0,88,450,Action,4,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Dyson Sphere Program,29.99,1/21/2021,"Gamera Game,","Youthcat Studio,",96,1321,97,45212,Space,3,0,1,0,0,0,0,0,12894.12903,153.4516129,44.04709677
I Am Fish,19.99,9/16/2021,"Curve Digital,","Bossa Studios,",0,0,74,328,Adventure,12,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Age of Empires III: Definitive Edition,39.99,10/15/2020,"Xbox Game Studios,","Tantalus Media, Forgotten Empires,",82,642,75,18839,Strategy,42,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Super Mega Baseball 3,44.99,5/13/2020,"Electronic Arts,","Metalhead Software Inc.,",95,46,92,1007,Baseball,16,0,1,0,0,0,0,0,812,23,52.49
Into the Radius VR,39.99,7/20/2020,"CM Games,","CM Games,",92,167,88,1839,VR,0,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Lunch Lady,29.99,4/15/2021,"Manic Mice,","Manic Mice,",88,281,85,3890,Horror,5,0,1,0,0,0,0,0,9720.064,250.024,25.10824
The Jackbox Party Pack 5,29.99,10/17/2018,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",94,34,92,1296,Casual,3,1,1,1,1,1,1,1,591.1660777,19.47349823,25.58780919
The Escapists 2,19.99,8/21/2017,"Team17,","Team17, Mouldy Toof Studios,",95,321,90,16210,Multiplayer,4,1,1,1,1,1,1,1,24488.5814,437.1395349,52.09069767
The Survivalists,24.99,10/9/2020,"Team17,","Team17,",80,85,72,2454,Crafting,0,0,1,0,0,0,0,0,2454,85,24.99
Max Gentlemen Sexy Business!,19.99,2/25/2020,"The Men Who Wear Many Hats,","The Men Who Wear Many Hats,",99,107,92,898,Sexual,3,1,1,0,1,0,0,0,2270.12,55.18666667,18.34426667
Sprocket,49.99,8/26/2021,"Hamish Dunn,","Hamish Dunn,",92,687,93,2852,Early,3,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
ULTRAKILL,29.99,9/3/2020,"New Blood Interactive,","Arsi ""Hakita"" Patala,",99,1086,99,13646,Early,2,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Going Medieval,29.99,6/1/2021,"The Irregular Corporation,","Foxy Voxel,",85,345,88,6460,Early,1,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
SUPERHOT VR,39.99,5/25/2017,"SUPERHOT Team,","SUPERHOT Team,",0,0,88,4913,VR,4,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Injustice™ 2,49.99,11/30/2017,"WB Games,","NetherRealm Studios, QLOC,",88,325,84,8094,Fighting,52,0,1,0,0,0,0,0,10982.21739,220.2173913,41.51173913
Crusader Kings III Royal Edition,59.99,9/1/2020,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Kingdoms Reborn,29.99,11/1/2020,"Earthshine,","Earthshine,",94,140,90,2945,City,5,0,1,0,0,0,0,0,10080,151.6071429,109.3332143
BATTLETECH,39.99,4/24/2018,"Paradox Interactive,","Harebrained Schemes,",88,196,82,16202,Mechs,35,1,1,1,1,1,1,1,3670.166667,93.66666667,25.82333333
MORDHAU,29.99,4/29/2019,"Triternion,","Triternion,",75,673,82,78051,Medieval,40,0,1,0,0,0,0,0,69091.42857,650.8571429,31.41857143
Circuit Superstars,19.99,10/12/2021,"Square Enix,","Original Fire Games,",86,96,87,719,Racing,4,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
The Jackbox Party Pack 4,29.99,10/19/2017,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",92,26,94,1453,Casual,1,1,1,1,1,1,1,1,591.1660777,19.47349823,25.58780919
Duskers,19.99,5/18/2016,"Misfits Attic,","Misfits Attic,",90,22,89,1566,Strategy,0.2,0,1,1,0,0,1,0,4109.025381,81.53553299,41.05142132
SPORE™,19.99,12/19/2008,"Electronic Arts,","Maxis™,",93,767,91,35139,God,0,0,1,0,0,0,0,0,18720.5,390.5,32.49
WolfQuest: Classic,39.99,11/17/2015,"eduweb,","eduweb,",0,0,91,1239,Simulation,2,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
ROUNDS,24.99,4/1/2021,"Landfall,","Landfall,",96,298,94,3394,Fighting,0.8,0,1,0,0,0,0,0,10982.21739,220.2173913,41.51173913
WolfQuest: Anniversary Edition,19.99,7/25/2019,"eduweb,","eduweb,",96,85,96,2657,Simulation,11,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
Grim Dawn,29.99,2/25/2016,"Crate Entertainment,","Crate Entertainment,",95,686,93,56659,Action,5,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Call of Duty®: Black Ops,1069.60,11/9/2010,"Activision,","Treyarch,",91,296,89,9815,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Spiritfarer®,39.99,8/18/2020,"Thunder Lotus Games,","Thunder Lotus Games,",95,561,95,11915,Emotional,7,1,1,1,1,1,1,1,5794.666667,219,15.99
The Witcher® 3: Wild Hunt,19.99,5/18/2015,"CD PROJEKT RED,","CD PROJEKT RED,",97,6589,97,509998,Open,35,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Slime Rancher,19.99,8/1/2017,"Monomi Park,","Monomi Park,",97,2106,97,66517,Cute,1,1,1,1,1,1,1,1,10469.72727,242.8181818,18.99
InfraSpace,24.99,10/15/2021,"Dionic Software,","Dionic Software,",0,0,91,46,Early,1,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Fallout: New Vegas,9.99,10/19/2010,"Bethesda Softworks,","Obsidian Entertainment,",96,1884,96,110881,Open,0,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Mafia Trilogy,29.99,9/24/2020,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Assassin's Creed® Syndicate,29.99,11/19/2015,"Ubisoft,","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios,",85,258,78,18158,Assassin,0,0,1,0,0,0,0,0,10440.5,143,19.99
Tribes of Midgard,19.99,7/27/2021,"Gearbox Publishing ,","Norsfell,",72,429,76,8113,Action,8,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Monster Hunter Stories 2: Wings of Ruin,29.99,7/9/2021,"CAPCOM Co., Ltd.,","CAPCOM Co., Ltd.,",88,177,78,7566,RPG,28,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Cuphead,19.99,9/29/2017,"Studio MDHR Entertainment Inc.,","Studio MDHR Entertainment Inc.,",95,1149,96,70318,Difficult,4,1,1,0,1,0,0,0,43810,1108.833333,13.49
3DMark,29.99,2/12/2013,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Conan Exiles,29.99,5/8/2018,"Funcom,","Funcom,",81,386,78,50011,Survival,0.115,0,1,0,0,0,0,0,59503.38889,847.0740741,34.16833333
Last Epoch,29.99,4/30/2019,"Eleventh Hour Games,","Eleventh Hour Games,",87,496,87,8459,RPG,20,0,1,1,0,0,1,0,4388.014535,70.58139535,41.3109593
